,region,neighbourhood,longitude,latitude,room_type,price,number_of_reviews,booking_activity,log_reviews
1370,Central,Vadhana,100.60102,13.71186,Entire home/apt,1332,0,0,0.0
1371,Central,Vadhana,100.55265,13.74305,Entire home/apt,2030,0,279,0.0
1376,Central,Vadhana,100.56663,13.73394,Shared room,390,2,0,1.0986122886681098
1379,Central,Khlong Toei,100.57771,13.7243,Entire home/apt,1554,0,1,0.0
1383,Central,Khlong Toei,100.56019,13.73624,Entire home/apt,1050,83,1,4.430816798843313
1384,Central,Vadhana,100.5666,13.73507,Shared room,565,1,0,0.6931471805599453
1385,Central,Vadhana,100.56691,13.7337,Shared room,565,3,0,1.3862943611198906
1389,Central,Parthum Wan,100.54102,13.7398,Entire home/apt,3177,72,291,4.290459441148391
1394,Central,Ratchathewi,100.53226,13.75445,Shared room,320,17,365,2.8903717578961645
1398,Central,Vadhana,100.57555,13.73517,Entire home/apt,1576,212,245,5.3612921657094255
1402,Central,Ratchathewi,100.53226,13.75445,Private room,1200,6,365,1.9459101490553132
1403,Central,Ratchathewi,100.53226,13.75445,Private room,750,4,365,1.6094379124341003
1406,Central,Vadhana,100.56285,13.74276,Entire home/apt,610,78,135,4.3694478524670215
1407,Central,Vadhana,100.55092,13.74442,Private room,2719,16,4,2.833213344056216
1410,Central,Vadhana,100.57373,13.73972,Entire home/apt,1300,82,219,4.418840607796598
1412,Central,Vadhana,100.56461,13.73633,Entire home/apt,1385,8,365,2.1972245773362196
1413,Central,Khlong Toei,100.57743,13.72393,Private room,1557,19,205,2.995732273553991
1416,Central,Ratchathewi,100.53341,13.75631,Entire home/apt,3000,8,0,2.1972245773362196
1419,Central,Parthum Wan,100.52016,13.75056,Hotel room,1785,19,9,2.995732273553991
1425,Central,Khlong Toei,100.5791,13.72394,Private room,1999,7,0,2.0794415416798357
1428,Central,Khlong Toei,100.56979,13.72572,Entire home/apt,1700,55,31,4.02535169073515
1433,Central,Vadhana,100.59932,13.71356,Entire home/apt,914,137,14,4.927253685157205
1439,Central,Khlong Toei,100.56896,13.72707,Private room,1180,4,364,1.6094379124341003
1440,Central,Khlong Toei,100.58759,13.71494,Entire home/apt,3000,0,0,0.0
1444,Central,Parthum Wan,100.52654,13.74793,Entire home/apt,1222,57,342,4.060443010546419
1445,Central,Ratchathewi,100.54463,13.75833,Hotel room,995,261,48,5.568344503761097
1453,Central,Khlong Toei,100.56402,13.73259,Private room,1200,35,0,3.58351893845611
1459,Central,Ratchathewi,100.53226,13.75445,Private room,2114,7,15,2.0794415416798357
1461,Central,Parthum Wan,100.54964,13.74631,Entire home/apt,1500,257,276,5.552959584921617
1462,Central,Khlong Toei,100.59397,13.7115,Hotel room,2329,433,321,6.073044534100405
1463,Central,Khlong Toei,100.59331,13.71296,Hotel room,2329,383,317,5.950642552587727
1475,Central,Khlong Toei,100.59812,13.70566,Hotel room,3000,0,0,0.0
1479,Central,Vadhana,100.56577,13.74692,Entire home/apt,1484,1,365,0.6931471805599453
1480,Central,Vadhana,100.55458,13.74319,Entire home/apt,1281,7,310,2.0794415416798357
1485,Central,Vadhana,100.56219,13.74176,Entire home/apt,1650,107,93,4.68213122712422
1486,Central,Khlong Toei,100.5765,13.72516,Entire home/apt,2000,11,284,2.4849066497880004
1489,Central,Khlong Toei,100.55953,13.72407,Entire home/apt,1200,16,68,2.833213344056216
1490,Central,Vadhana,100.58372,13.7209,Private room,1999,0,0,0.0
1501,Central,Khlong Toei,100.59947,13.706,Hotel room,2050,0,0,0.0
1506,Central,Khlong Toei,100.56023,13.72868,Entire home/apt,658,7,331,2.0794415416798357
1507,Central,Vadhana,100.56302,13.73709,Private room,3799,0,0,0.0
1508,Central,Vadhana,100.55889,13.73921,Private room,2299,0,0,0.0
1509,Central,Vadhana,100.58213,13.73557,Private room,3463,0,0,0.0
1511,Central,Parthum Wan,100.548,13.74409,Private room,3299,0,0,0.0
1514,Central,Khlong Toei,100.57003,13.72762,Entire home/apt,2800,68,115,4.23410650459726
1516,Central,Khlong Toei,100.5756,13.72415,Entire home/apt,1457,183,311,5.214935757608986
1518,Central,Khlong Toei,100.58594,13.71327,Entire home/apt,1000,87,32,4.477336814478207
1519,Central,Vadhana,100.57426,13.73515,Entire home/apt,999,149,220,5.0106352940962555
1521,Central,Ratchathewi,100.54083,13.76275,Entire home/apt,2424,0,0,0.0
1525,Central,Ratchathewi,100.52629,13.75003,Entire home/apt,1351,37,337,3.6375861597263857
1535,Central,Vadhana,100.58235,13.73233,Private room,900,67,55,4.219507705176107
1538,Central,Vadhana,100.57318,13.72882,Shared room,380,153,6,5.0369526024136295
1540,Central,Ratchathewi,100.54659,13.75067,Hotel room,5929,3,365,1.3862943611198906
1541,Central,Ratchathewi,100.53165,13.7538,Entire home/apt,3463,0,0,0.0
1543,Central,Khlong Toei,100.57004,13.72912,Private room,1400,4,0,1.6094379124341003
1549,Central,Khlong Toei,100.57793,13.72063,Entire home/apt,3019,28,18,3.367295829986474
1558,Central,Khlong Toei,100.59292,13.71331,Entire home/apt,809,74,246,4.31748811353631
1562,Central,Ratchathewi,100.54665,13.75063,Hotel room,5229,9,365,2.302585092994046
1574,Central,Parthum Wan,100.53951,13.74903,Entire home/apt,1436,41,1,3.7376696182833684
1577,Central,Vadhana,100.5882,13.73491,Private room,1732,0,0,0.0
1581,Central,Vadhana,100.58656,13.73181,Entire home/apt,3216,0,1,0.0
1582,Central,Vadhana,100.5843,13.72468,Entire home/apt,3400,0,1,0.0
1594,Central,Vadhana,100.60464,13.71757,Private room,1000,0,0,0.0
1598,Central,Vadhana,100.58702,13.72019,Private room,3000,0,0,0.0
1599,Central,Vadhana,100.55956,13.74076,Entire home/apt,1480,21,234,3.091042453358316
1600,Central,Vadhana,100.57371,13.72872,Entire home/apt,2000,0,0,0.0
1601,Central,Vadhana,100.60417,13.72607,Entire home/apt,4500,0,0,0.0
1606,Central,Khlong Toei,100.59041,13.71413,Private room,830,27,7,3.332204510175204
1609,Central,Parthum Wan,100.52804,13.74685,Entire home/apt,1000,23,103,3.1780538303479458
1615,Central,Vadhana,100.57616,13.7305,Entire home/apt,1286,54,48,4.007333185232471
1623,Central,Vadhana,100.58049,13.7298,Entire home/apt,714,1,0,0.6931471805599453
1628,Central,Khlong Toei,100.56561,13.72246,Entire home/apt,700,3,365,1.3862943611198906
1632,Central,Vadhana,100.58062,13.73195,Entire home/apt,743,35,295,3.58351893845611
1633,Central,Ratchathewi,100.53124,13.75284,Shared room,500,4,124,1.6094379124341003
1635,Central,Vadhana,100.5825,13.72988,Entire home/apt,1122,1,0,0.6931471805599453
1640,Central,Vadhana,100.58066,13.73084,Entire home/apt,1428,0,0,0.0
1652,Central,Khlong Toei,100.59784,13.70653,Entire home/apt,850,0,187,0.0
1656,Central,Ratchathewi,100.53121,13.75289,Shared room,500,72,124,4.290459441148391
1660,Central,Vadhana,100.55694,13.74567,Entire home/apt,3100,24,158,3.2188758248682006
1661,Central,Vadhana,100.60187,13.71327,Entire home/apt,1000,2,8,1.0986122886681098
1670,Central,Ratchathewi,100.54322,13.75883,Hotel room,1497,124,35,4.8283137373023015
1676,Central,Vadhana,100.55741,13.74009,Entire home/apt,3318,9,365,2.302585092994046
1678,Central,Ratchathewi,100.52632,13.75028,Entire home/apt,1350,36,172,3.6109179126442243
1680,Central,Vadhana,100.60029,13.71306,Entire home/apt,885,34,128,3.5553480614894135
1683,Central,Vadhana,100.58389,13.73841,Entire home/apt,1543,51,7,3.9512437185814275
1686,Central,Vadhana,100.59973,13.70965,Entire home/apt,550,14,295,2.70805020110221
1687,Central,Vadhana,100.60092,13.71429,Entire home/apt,550,9,344,2.302585092994046
1688,Central,Vadhana,100.58431,13.73577,Entire home/apt,2700,54,21,4.007333185232471
1698,Central,Vadhana,100.58551,13.73975,Entire home/apt,800,0,0,0.0
1699,Central,Parthum Wan,100.51966,13.73707,Shared room,820,20,1,3.044522437723423
1701,Central,Parthum Wan,100.51914,13.73761,Private room,1250,0,0,0.0
1702,Central,Parthum Wan,100.51975,13.73708,Shared room,331,2,0,1.0986122886681098
1717,Central,Vadhana,100.56135,13.74635,Entire home/apt,3473,6,1,1.9459101490553132
1720,Central,Ratchathewi,100.54533,13.75993,Hotel room,1507,195,0,5.278114659230517
1722,Central,Ratchathewi,100.52906,13.75566,Entire home/apt,699,1,0,0.6931471805599453
1728,Central,Khlong Toei,100.59034,13.71406,Entire home/apt,650,0,187,0.0
1730,Central,Vadhana,100.56755,13.73725,Private room,1793,6,7,1.9459101490553132
1731,Central,Vadhana,100.56485,13.74126,Private room,1200,0,0,0.0
1739,Central,Ratchathewi,100.53124,13.75284,Shared room,500,25,123,3.258096538021482
1748,Central,Khlong Toei,100.58359,13.71553,Entire home/apt,1650,19,155,2.995732273553991
1755,Central,Vadhana,100.5574,13.74095,Entire home/apt,1599,31,15,3.4657359027997265
1756,Central,Vadhana,100.58151,13.73018,Private room,570,26,9,3.295836866004329
1758,Central,Ratchathewi,100.53475,13.75383,Entire home/apt,1672,98,275,4.59511985013459
1763,Central,Khlong Toei,100.59365,13.71308,Private room,1136,1,185,0.6931471805599453
1768,Central,Ratchathewi,100.53715,13.75074,Entire home/apt,600,0,282,0.0
1771,Central,Ratchathewi,100.53124,13.75284,Private room,3500,10,1,2.3978952727983707
1773,Central,Vadhana,100.58176,13.73554,Entire home/apt,1536,105,22,4.663439094112067
1776,Central,Khlong Toei,100.59918,13.70605,Entire home/apt,700,30,61,3.4339872044851463
1780,Central,Ratchathewi,100.54363,13.75811,Hotel room,1497,199,7,5.298317366548036
1782,Central,Khlong Toei,100.59831,13.7057,Hotel room,2150,1,0,0.6931471805599453
1783,Central,Vadhana,100.58459,13.73605,Entire home/apt,1100,0,0,0.0
1787,Central,Parthum Wan,100.52619,13.74715,Private room,1100,2,1,1.0986122886681098
1790,Central,Ratchathewi,100.53313,13.75614,Entire home/apt,3500,0,0,0.0
1791,Central,Khlong Toei,100.59874,13.70388,Hotel room,3200,0,0,0.0
1792,Central,Parthum Wan,100.5277,13.74704,Private room,1200,0,7,0.0
1793,Central,Khlong Toei,100.58366,13.71598,Entire home/apt,600,33,123,3.5263605246161616
1796,Central,Vadhana,100.58157,13.73015,Private room,700,49,10,3.912023005428146
1797,Central,Ratchathewi,100.53295,13.75829,Entire home/apt,3000,1,0,0.6931471805599453
1802,Central,Vadhana,100.58156,13.73017,Private room,700,26,9,3.295836866004329
1806,Central,Vadhana,100.586845,13.726437,Entire home/apt,1697,56,24,4.04305126783455
1809,Central,Vadhana,100.58943,13.73025,Private room,1899,0,276,0.0
1813,Central,Vadhana,100.59083,13.72837,Private room,2299,1,0,0.6931471805599453
1822,Central,Khlong Toei,100.57925,13.72336,Entire home/apt,2200,36,6,3.6109179126442243
1823,Central,Vadhana,100.59185,13.71617,Entire home/apt,4321,257,185,5.552959584921617
1825,Central,Khlong Toei,100.59008,13.71439,Entire home/apt,1590,35,197,3.58351893845611
1828,Central,Vadhana,100.56354,13.74417,Entire home/apt,1100,0,3,0.0
1831,Central,Khlong Toei,100.57961,13.72262,Entire home/apt,1189,157,201,5.062595033026967
1832,Central,Vadhana,100.58618,13.72533,Entire home/apt,1697,34,24,3.5553480614894135
1836,Central,Vadhana,100.56092,13.74138,Private room,1200,0,0,0.0
1838,Central,Vadhana,100.57481,13.72741,Entire home/apt,1000,10,146,2.3978952727983707
1840,Central,Vadhana,100.58885,13.73163,Entire home/apt,1732,84,50,4.442651256490317
1841,Central,Khlong Toei,100.5992,13.70747,Private room,1399,14,5,2.70805020110221
1844,Central,Parthum Wan,100.53098,13.74889,Entire home/apt,1385,0,185,0.0
1846,Central,Ratchathewi,100.52499,13.75235,Private room,1212,0,187,0.0
1848,Central,Vadhana,100.56514,13.73589,Entire home/apt,1700,0,365,0.0
1851,Central,Ratchathewi,100.54419,13.75769,Hotel room,1481,196,10,5.2832037287379885
1852,Central,Vadhana,100.58153,13.73016,Private room,900,3,9,1.3862943611198906
1854,Central,Vadhana,100.57222,13.73883,Entire home/apt,3100,131,33,4.882801922586371
1855,Central,Vadhana,100.55572,13.74476,Entire home/apt,2600,1,365,0.6931471805599453
1857,Central,Khlong Toei,100.59694,13.71006,Private room,850,0,7,0.0
1858,Central,Khlong Toei,100.59285,13.71361,Entire home/apt,800,2,62,1.0986122886681098
1861,Central,Ratchathewi,100.55667,13.74866,Private room,1747,0,0,0.0
1864,Central,Khlong Toei,100.59349,13.71308,Entire home/apt,1000,1,0,0.6931471805599453
1867,Central,Vadhana,100.55691,13.74321,Entire home/apt,2455,147,115,4.997212273764115
1872,Central,Khlong Toei,100.55724,13.73439,Entire home/apt,1000,36,7,3.6109179126442243
1874,Central,Vadhana,100.56758,13.73588,Private room,1793,0,7,0.0
1876,Central,Vadhana,100.56788,13.73534,Private room,3463,4,28,1.6094379124341003
1877,Central,Vadhana,100.60041,13.70985,Hotel room,2786,9,0,2.302585092994046
1880,Central,Vadhana,100.57613,13.7295,Private room,1064,1,50,0.6931471805599453
1881,Central,Vadhana,100.58973,13.71778,Entire home/apt,990,0,1,0.0
1883,Central,Vadhana,100.58091,13.74012,Entire home/apt,1000,12,94,2.5649493574615367
1886,Central,Khlong Toei,100.58325,13.71107,Entire home/apt,700,9,286,2.302585092994046
1887,Central,Vadhana,100.60222,13.7079,Private room,1399,11,25,2.4849066497880004
1888,Central,Parthum Wan,100.55054,13.7368,Private room,1500,12,365,2.5649493574615367
1894,Central,Vadhana,100.59191,13.71543,Entire home/apt,1000,0,7,0.0
1904,Central,Vadhana,100.568,13.7355,Private room,3117,8,1,2.1972245773362196
1905,Central,Khlong Toei,100.56484,13.73182,Private room,1290,8,340,2.1972245773362196
1907,Central,Vadhana,100.55729,13.74308,Entire home/apt,800,75,103,4.330733340286331
1908,Central,Khlong Toei,100.59344,13.70986,Entire home/apt,850,8,91,2.1972245773362196
1909,Central,Ratchathewi,100.56254,13.75295,Entire home/apt,1732,5,2,1.791759469228055
1913,Central,Vadhana,100.55905,13.74231,Entire home/apt,800,90,132,4.51085950651685
1914,Central,Khlong Toei,100.59151,13.71449,Hotel room,1190,5,0,1.791759469228055
1917,Central,Khlong Toei,100.55779,13.7386,Entire home/apt,1650,60,266,4.110873864173311
1918,Central,Parthum Wan,100.52208,13.74529,Hotel room,2500,0,0,0.0
1924,Central,Vadhana,100.5816,13.73034,Private room,599,0,9,0.0
1925,Central,Vadhana,100.58154,13.7304,Private room,560,7,9,2.0794415416798357
1927,Central,Parthum Wan,100.52182,13.73723,Hotel room,955,31,70,3.4657359027997265
1928,Central,Vadhana,100.60158,13.71214,Entire home/apt,1000,8,365,2.1972245773362196
1932,Central,Parthum Wan,100.52177,13.73716,Hotel room,955,16,60,2.833213344056216
1933,Central,Parthum Wan,100.52111,13.73721,Hotel room,855,8,62,2.1972245773362196
1934,Central,Parthum Wan,100.52063,13.73821,Hotel room,1153,7,60,2.0794415416798357
1941,Central,Vadhana,100.57838,13.73056,Entire home/apt,1247,33,296,3.5263605246161616
1944,Central,Khlong Toei,100.56275,13.72453,Entire home/apt,900,0,37,0.0
1946,Central,Ratchathewi,100.54287719726562,13.755825996398926,Entire home/apt,1400,15,18,2.772588722239781
1952,Central,Vadhana,100.55703,13.74375,Shared room,351,1,0,0.6931471805599453
1954,Central,Vadhana,100.60098,13.7083,Private room,1399,0,6,0.0
1955,Central,Khlong Toei,100.56548,13.7235,Private room,1000,14,5,2.70805020110221
1959,Central,Vadhana,100.55701,13.74433,Shared room,351,0,0,0.0
1960,Central,Vadhana,100.55499,13.74244,Shared room,351,0,1,0.0
1962,Central,Vadhana,100.55556,13.74094,Entire home/apt,2156,89,261,4.499809670330265
1964,Central,Vadhana,100.55562,13.7423,Shared room,351,0,1,0.0
1966,Central,Khlong Toei,100.57205,13.72592,Entire home/apt,1177,12,1,2.5649493574615367
1970,Central,Ratchathewi,100.53578,13.75231,Entire home/apt,3750,11,300,2.4849066497880004
1975,Central,Ratchathewi,100.5339,13.75242,Entire home/apt,866,27,306,3.332204510175204
1979,Central,Parthum Wan,100.54938,13.74025,Entire home/apt,2850,8,11,2.1972245773362196
1980,Central,Ratchathewi,100.5332,13.75432,Shared room,457,150,1,5.017279836814924
1981,Central,Khlong Toei,100.56443,13.72427,Entire home/apt,950,1,364,0.6931471805599453
1984,Central,Parthum Wan,100.55097,13.73976,Entire home/apt,3850,87,203,4.477336814478207
1990,Central,Parthum Wan,100.54928,13.74089,Entire home/apt,2850,18,283,2.9444389791664403
1993,Central,Khlong Toei,100.60016,13.7065,Private room,1399,2,2,1.0986122886681098
1998,Central,Khlong Toei,100.59312,13.71245,Entire home/apt,2355,0,276,0.0
2000,Central,Vadhana,100.59936,13.70957,Entire home/apt,2000,0,3,0.0
2001,Central,Parthum Wan,100.52079,13.73789,Shared room,1000,1,0,0.6931471805599453
2003,Central,Parthum Wan,100.52245,13.7393,Shared room,400,0,3,0.0
2004,Central,Ratchathewi,100.54456,13.75969,Hotel room,1502,51,8,3.9512437185814275
2006,Central,Ratchathewi,100.531,13.75251,Entire home/apt,4156,11,274,2.4849066497880004
2009,Central,Vadhana,100.59649,13.72262,Entire home/apt,693,7,17,2.0794415416798357
2013,Central,Vadhana,100.57433,13.73914,Private room,2000,0,186,0.0
2025,Central,Ratchathewi,100.55589,13.74889,Entire home/apt,4995,0,0,0.0
2026,Central,Khlong Toei,100.59088,13.71487,Entire home/apt,1697,3,308,1.3862943611198906
2028,Central,Vadhana,100.58648,13.72307,Entire home/apt,3612,14,217,2.70805020110221
2029,Central,Vadhana,100.58954,13.73951,Entire home/apt,2900,3,217,1.3862943611198906
2031,Central,Khlong Toei,100.5806,13.722,Entire home/apt,2000,0,187,0.0
2042,Central,Vadhana,100.60016,13.7132,Entire home/apt,914,55,63,4.02535169073515
2043,Central,Parthum Wan,100.51972,13.73963,Entire home/apt,1448,151,207,5.0238805208462765
2044,Central,Khlong Toei,100.5783,13.72314,Hotel room,1100,1,4,0.6931471805599453
2053,Central,Vadhana,100.57957,13.72464,Entire home/apt,2199,2,365,1.0986122886681098
2059,Central,Vadhana,100.59121,13.71994,Entire home/apt,2000,1,0,0.6931471805599453
2065,Central,Ratchathewi,100.53169,13.75286,Private room,2500,1,1,0.6931471805599453
2066,Central,Vadhana,100.56699,13.74008,Entire home/apt,1471,0,18,0.0
2069,Central,Khlong Toei,100.5606,13.73552,Entire home/apt,5000,0,0,0.0
2070,Central,Ratchathewi,100.56157,13.75207,Entire home/apt,2450,0,0,0.0
2071,Central,Parthum Wan,100.53958,13.73888,Private room,5500,1,0,0.6931471805599453
2073,Central,Ratchathewi,100.53356,13.75105,Private room,2355,0,275,0.0
2075,Central,Khlong Toei,100.56416,13.72566,Private room,850,2,145,1.0986122886681098
2078,Central,Khlong Toei,100.60078,13.70448,Private room,866,0,1,0.0
2083,Central,Ratchathewi,100.54469,13.75817,Hotel room,1491,105,6,4.663439094112067
2087,Central,Vadhana,100.58856,13.73923,Entire home/apt,1100,3,1,1.3862943611198906
2092,Central,Ratchathewi,100.54322,13.75944,Hotel room,1507,106,27,4.672828834461906
2096,Central,Khlong Toei,100.57832,13.72051,Entire home/apt,2078,29,27,3.4011973816621555
2097,Central,Khlong Toei,100.56709,13.72914,Entire home/apt,2009,58,35,4.07753744390572
2099,Central,Vadhana,100.60341,13.7213,Private room,1100,0,2,0.0
2100,Central,Vadhana,100.59198,13.71666,Entire home/apt,2846,29,215,3.4011973816621555
2106,Central,Parthum Wan,100.54198,13.73571,Hotel room,2334,3,16,1.3862943611198906
2114,Central,Parthum Wan,100.54289,13.73468,Hotel room,3199,19,7,2.995732273553991
2123,Central,Vadhana,100.55642,13.74185,Private room,879,74,63,4.31748811353631
2128,Central,Khlong Toei,100.59131,13.71262,Entire home/apt,1500,1,0,0.6931471805599453
2130,Central,Khlong Toei,100.55403,13.73644,Entire home/apt,1425,64,48,4.174387269895637
2136,Central,Vadhana,100.58887,13.74002,Hotel room,1200,0,276,0.0
2137,Central,Vadhana,100.59068,13.73947,Hotel room,1400,0,277,0.0
2138,Central,Vadhana,100.60127,13.70992,Private room,1400,62,106,4.143134726391533
